"STUDENT"	"PARTID"	"DATO"	"RELATION"	"LOCATION"	"TYPEINT"	"KON"	"SEKSU"	"ALDER"	"JOB"	"ETNIC"	"NATIO"	"FAMILE"	"UDDANN"	"UDTYP"	"BY"	"VACC"	"BEKYMJOB"	"BEKYMLIV"	"BEKYMFYS"	"BEKYMMENT"	"OKOLIGKON"	"TILOKKON"	"INDKOM"	"OKOBID"	"SOCKLAS"	"POLITIK"	"PARTI"	"NYHEDER"	"PLADSFREM"	"HELB"	"LSTAND"	"BESVAER"	"RASTLOS"	"ENSOM"	"ALSYG"	"POSITIV"	"TILKROP"	"SUNDKROP"	"DEPRI"	"KHUS"	"KBORN"	"MFAM"	"FMBORN"	"MSORD"	"MSVAGE"	"KOMS"	"MFYS"	"AFSTRAF"	"TVELFAERD"	"TPOL"	"TOFFSUND"	"TUDDAN"	"TREG"	"TSKAT"	"TIREG"	"TIREGIO"	"TIKOMM"	"TIREL"	"TIVIDEN"	"RELID"	"OPREL"	"MEDLEM"	"HVILKEM"	"FORAELDM"	"EMOTI"	"RADGIV"	"BSAMREL"	"STOPTRO"	"SKRIFT"	"BON"	"RELAKT"	"AUTO"	"RELGANG"	"VELKOM"	"REL69"	"REL70"	"REL71"	"REL72"	"REL73"	"REL74"	"REL75"	"REL76"	"REL77"	"REL78"	"REL79"	"REL80"	"REL81"	"REL82"	"REL83"	"REL84"	"REL85"	"REL86"	"REL87"	"REL88"	"REL89"	"REL90"	"REL91"	"REL92"	"REL93"	"REL94"	"REL95"	"REL96"	"REL97"	"REL98"	"REL99"	"REL100"	"REL101"	"REL102"	"REL103"	"REL104"	"REL105"	"REL106"	"REL107"	"REL108"	"REL109"	"REL110"	"REL111"	"REL112"	"REL113"	"REL114"	"REL115"	"REL116"	"REL117"	"REL118"	"REL119"	"REL120"	"REL121"	"REL122"	"REL123"	"REL124"	"REL125"	"REL126"	"REL127"	"REL128"	"REL129"	"REL130"	"REL131"	"REL132"	"REL133"	"RELID.r"	"KON.r"	"SEKSU.r"
"55"	"Ditte"	"db033"	"octo5.24"	"family"	"online"	"facetime"	1	1	50	"Fagforening"	"Dansk"	"Dansk"	2	"16,5"	"1"	"12"	1	-2	-2	-2	-2	-2	-1	8	2	"3"	-2	"Enhedslisten"	"1"	-2	-1	-2	0	0	-1	-1	-2	-1	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	0	0	-2	-2	"6"	1	"0"	"#"	"0"	"0"	"0"	"999"	"0"	0	0	"0"	"-2"	0	3	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	-2	6	1	0
"56"	"Ditte"	"db034"	"octo6.24"	"friend"	"online"	"facebook"	1	1	55	"Mekaniker"	"Dansk"	"Dansk"	2	"18"	"2"	"30"	1	-2	-2	-2	-2	-2	-1	4	2	"3"	2	"Parti i hoejrefloejen"	"1"	0	-1	0	-1	-1	-2	-1	-2	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	-2	-1	0	-1	-1	-2	-2	-2	0	-2	0	-1	"2"	1	"1"	"#"	"0"	"0"	"0"	"999"	"#"	0	0	"1"	"0"	1	5	0	-1	-1	-1	-1	-2	0	-1	-2	0	-2	0	0	-2	-1	-2	-1	-1	0	-1	-1	-1	-1	-1	0	0	-2	-1	0	-1	-2	-1	0	-1	0	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0	0	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	0	0	-1	2	1	0
"57"	"Ditte"	"db035"	"octo7.24"	"anonymous"	"online"	"snow-ball sampling"	0	1	61	"Foertidspension"	"Dansk"	"Dansk"	2	"14"	"2"	"23"	1	0	-1	-1	-2	-2	0	4	2	"2"	1	"Dansk Folkeparti"	"2"	-2	-2	0	-2	-2	-2	0	0	-2	-1	-2	-1	-1	-1	-2	-2	-1	-2	0	-2	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	"3"	1	"1"	"Folkekirken"	"1"	"0"	"0"	"1"	"999"	5	5	"4"	"0"	4	5	-2	0	-2	-2	-2	-1	-2	-2	-1	-1	-2	-1	-2	-2	0	-2	-2	0	-2	-2	-2	-2	-2	0	-2	-2	-1	-2	-2	-1	-1	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-1	-2	-2	-2	-1	-1	-2	-1	-2	0	-1	-2	-2	-1	0	0	-2	-1	-1	-1	-1	0	-2	-1	3	0	0
"58"	"Ditte"	"db036"	"octo7.24"	"anonymous"	"online"	"snow-ball sampling"	0	1	31	"Laerer"	"Dansk"	"Dansk"	1	"17"	"2"	"11"	1	-1	-1	-1	-1	-1	0	888	3	"2"	2	"Det Konservative Folkeparti"	"2"	-2	-2	-2	-2	-1	-2	0	-2	-1	-1	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	0	-1	0	-1	-2	-1	-1	0	0	-1	-1	"2"	0	"1"	"Folkekirken"	"1"	"0"	"0"	"999"	"0"	0	0	"0"	"-2"	2	4	-1	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-1	-2	-2	-2	-2	0	-2	-2	-2	-2	-1	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-1	-2	0	-2	0	-2	-2	-1	-2	-2	0	0	0	0	0	-2	-2	-1	2	0	0
"59"	"Emma-Marie"	"evj001"	"sept18.24"	"boyfriend"	"home"	"face-to-face"	1	1	28	"Projektingeniør"	"Skandinavisk"	"dansk-islandsk"	6	"16"	"2"	"28"	1	-2	1	0	1	1	0	5	2	"1"	-1	"sf"	"1"	-1	-1	0	2	1	1	-1	0	0	0	-1	-2	-2	-2	-2	-2	-1	0	0	-2	-1	1	-2	0	-1	-1	-2	0	-2	0	1	"1"	1	"1"	"folkekirken"	"0"	"0"	"0"	"999"	"0"	0	0	"0"	"1"	1	3	-1	0	-2	-2	-1	-2	-2	-2	-2	0	-2	-2	-2	1	-1	1	-2	-2	-2	0	-2	0	1	-2	-2	-2	-2	-2	1	-2	1	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	1	1	-2	0	-2	1	0	-2	-2	2	1	-2	0	-2	-2	-2	-2	-2	-2	1	1	1	0
"60"	"Emma-Marie"	"evj002"	"sept22.24"	"friend"	"home"	"face-to-face"	0	3	23	"Studerende"	"Skandinavisk"	"dansk"	6	"16"	"1"	"23"	1	-1	0	2	2	2	2	0	1	"1"	-1	"sf"	"2"	2	2	1	-1	-2	2	1	-2	-2	1	1	0	-2	-1	-2	-2	-2	-2	1	-2	-2	1	-1	-2	-1	-2	-2	0	0	-2	2	"1"	1	"0"	NA	NA	NA	NA	"999"	"0"	0	1	"0"	"0"	0	NA	0	-2	-2	-2	-1	-2	-2	-2	-2	2	-2	-2	-2	1	1	-1	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	0	-2	1	-2	-2	-2	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-1	0	-1	-2	-2	0	0	-1	-2	-2	2	-2	1	-2	-2	-2	-2	-2	-2	-2	1	1	0	1
"61"	"Emma-Marie"	"evj003"	"sept27.24"	"family"	"parents house"	"face-to-face"	0	NA	23	"lærervikar"	"kaukasisk"	"dansk"	1	"14"	"1"	"23"	1	-2	-1	-2	0	2	-2	888	1	"3"	-2	"alternativet"	"1"	2	-2	0	2	2	0	-2	0	0	2	0	-2	-1	-2	-2	-2	-2	-2	-2	-2	0	1	-1	1	0	-1	0	-1	-1	2	2	"1"	0	NA	NA	NA	"0"	"0"	"999"	"5"	0	1	"0"	"0"	0	5	-1	0	-2	-2	1	-2	-2	-2	-2	1	-2	-2	-2	0	-2	1	0	-2	-2	1	-2	0	-2	-2	-2	-2	-2	-2	2	-2	-2	-2	0	-2	-2	-2	-1	0	1	-2	-2	-2	-2	-2	-2	2	-2	-2	1	-2	-2	2	-2	-2	2	1	-2	-2	-2	-2	-2	-2	-2	0	2	1	0	NA
"62"	"Emma-Marie"	"evj004"	"sept30.24"	"family"	"home"	"phone"	0	1	56	"sygeplejerske"	"kaukasisk"	"dansk"	2	"16.5"	"1"	"36"	1	-1	0	0	0	2	-1	4	1	"2"	-1	"socialdemokratiet"	"2"	-1	-1	0	-1	-1	-1	-1	1	1	1	-1	-2	-1	-2	-1	-2	-2	-2	1	-2	0	1	-1	1	-1	1	1	0	0	1	1	"2"	1	"1"	"folkekirken"	"1"	"0"	"0"	"999"	"999"	0	4	"1"	"1"	1	4	-1	-1	-1	1	NA	-2	-1	-1	-1	1	-1	-1	1	-1	1	1	1	0	-1	1	-1	1	-1	-1	0	1	-2	-1	-2	-1	-1	1	-1	-1	0	-2	1	1	1	1	1	-1	-1	-1	1	NA	-2	1	-1	-1	1	1	1	-1	1	1	-1	1	-1	-1	-1	-1	0	1	1	2	0	0
"63"	"Emma-Marie"	"evj005"	"octo4.24"	"family"	"home"	"face-to-face"	0	1	25	"Studerende"	"kaukasisk"	"dansk"	6	"18"	"1"	"25"	1	-1	0	-1	-1	2	-1	5	2	"1"	-2	"enhedslisten"	"6"	2	2	0	1	1	1	1	-1	1	2	1	-2	-2	-1	-2	-2	-2	-2	-2	-2	1	1	0	1	-1	0	-1	-1	-1	1	2	"1"	0	"1"	"folkekirken"	"1"	"0"	"0"	"999"	"10"	0	1	"0"	"1"	1	5	0	-2	-2	0	-2	-2	0	0	-2	1	-1	0	-1	1	1	0	0	-2	-2	0	-2	0	0	-2	-2	-1	-2	-2	1	-2	-1	-1	-1	0	-2	-2	-1	0	0	-1	0	-2	-2	-2	-2	1	-2	0	0	-2	-2	1	-2	-2	2	0	-2	-2	-2	-2	-2	-2	-2	-2	2	1	0	0
"64"	"hans"	"hkp001"	"octo6.24"	"family"	NA	NA	1	1	59	"selvstaendig"	"dansk"	"danmark"	2	"14"	"2"	"2.5"	1	-2	-2	-1	-2	-1	-2	10	2	"4"	1	"venstre"	"1"	-2	0	-2	-2	-2	-2	-2	2	2	0	-2	0	0	0	1	0	0	0	1	-1	2	1	1	1	0	0	1	1	1	1	1	"4"	1	"1"	"folkekirke"	"1"	"0"	"0"	"1"	"999"	3	4	"3"	"4"	3	4	0	0	0	1	-1	-1	1	1	0	-2	-2	0	1	0	-2	1	1	0	0	1	0	0	-2	-1	1	1	-1	1	-2	0	-1	0	1	1	1	-2	1	2	0	1	1	-1	0	1	1	-1	-2	1	0	0	1	0	1	1	-1	0	0	2	0	0	0	0	0	0	0	4	1	0
"65"	"hans"	"hkp002"	"octo6.24"	"family"	NA	NA	1	1	22	"elevplads"	"dansk"	"danmark"	1	"14"	"2"	"0.166666666666667"	1	-1	-1	-1	-1	-1	1	3	4	"2"	2	"venstre"	"2"	-1	-1	-1	-1	-1	-2	-2	1	-1	0	-1	-1	0	-2	0	-1	-2	0	0	-2	1	1	1	1	0	-1	1	1	1	0	2	"1"	1	"1"	"folkekirke"	"1"	"0"	"0"	"999"	"0"	0	0	"1"	"2"	1	2	1	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	1	0	-2	-2	0	0	-1	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	0	-2	-1	-1	-2	-1	-2	-2	-2	-2	-2	-2	-2	-2	-2	0	0	-1	-1	-1	1	-2	-2	2	-2	-2	-2	-2	-2	-2	2	1	1	0
"66"	"hans"	"hkp003"	"octo6.24"	"friend"	NA	NA	1	1	23	"studerende"	"dansk"	"danmark"	6	"15"	"2"	"1"	1	-1	-2	-2	-2	-1	1	4	2	"2"	1	NA	"5"	-2	-2	-1	1	-1	-1	0	1	1	2	-1	0	0	0	2	-1	-1	0	1	-2	0	-1	1	2	0	-1	1	1	1	0	1	"1"	1	"1"	"folkekirke"	"1"	"0"	"0"	"1"	"999"	1	2	"1"	"1"	2	3	-2	-1	-2	0	-2	-2	1	-2	-2	-1	0	-1	0	-2	-2	2	1	-1	0	1	-2	-2	-2	-2	1	1	-2	0	-2	-2	-1	-2	-1	-2	1	-2	1	1	-1	-1	-2	-2	-1	-2	-2	-2	-2	0	-2	1	1	0	2	-2	1	-1	-2	2	1	-1	0	1	-2	1	2	1	1	0
"67"	"hans"	"hkp004"	"sept22.24"	"friend"	NA	NA	1	1	26	"studerende"	"dansk"	"danmark"	2	"17"	"1"	"4"	1	1	-1	-1	-1	2	-1	1	1	"3"	0	"radikale"	"1"	-1	1	-1	1	1	-1	0	0	-1	2	0	-2	-2	-2	0	-2	-2	-2	-2	-2	1	1	1	1	1	1	1	1	1	1	1	"2"	1	"1"	"folkekirke"	"1"	"0"	"0"	"1"	"0"	1	2	"2"	"1"	2	4	2	-2	-2	-2	-2	-2	-2	-2	-2	1	-2	-2	-2	-2	-2	-2	0	-2	-2	1	-2	1	-2	-2	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	0	-2	0	-1	-2	-1	-2	-2	0	-2	1	1	-2	1	-2	-2	0	1	-1	1	0	-2	-2	0	0	0	0	0	-2	-2	2	2	1	0
"68"	"hans"	"hkp005"	"sept22.24"	"family"	NA	NA	0	1	50	"paedagog"	"dansk"	"danmark"	2	"17"	"2"	"0"	1	-1	-1	2	1	1	1	10	2	"2"	1	NA	"2"	-1	2	1	1	1	1	2	2	0	0	-1	-1	1	1	2	-1	0	2	2	-2	1	1	2	1	1	1	1	1	1	1	1	"3"	1	"1"	"folkekirke"	"1"	"1"	"1"	"1"	"999"	3	5	"3"	"3"	3	4	-2	1	0	2	-2	-2	2	-2	0	0	-2	1	2	-2	1	2	2	-1	-2	2	-2	1	-2	-2	2	2	-2	1	-2	-1	-2	1	2	-2	2	-2	2	2	2	2	2	-1	1	2	2	2	-2	2	-2	0	1	2	2	-2	0	0	1	2	0	0	0	0	0	2	2	3	0	0
"69"	"hans"	"hkp006"	"sept23.24"	"none"	NA	NA	0	1	27	"studerende"	"dansk"	"danmark"	6	"20"	"1"	"6"	1	-2	-2	-2	-1	2	-1	5	1	"2"	-1	"radikale"	"1"	-2	-2	-2	0	1	-1	-2	2	1	1	-2	-2	-1	-2	-2	-2	-2	-2	-1	-2	-1	0	-2	1	0	1	1	1	1	1	2	"2"	1	"1"	"folkekirke"	"1"	"0"	"0"	"1"	"0"	2	1	"1"	"1"	2	4	2	-2	-2	0	-2	-2	-1	0	-2	0	0	-2	0	1	0	1	1	-2	-2	0	-2	0	0	-2	0	0	-2	-2	0	-2	-2	-2	-2	0	0	-2	0	1	-2	0	0	-2	-2	0	-2	0	-2	0	1	0	1	2	1	0	1	-2	-2	-2	-2	-2	-2	-2	-2	-2	2	2	0	0
"70"	"hans"	"hkp007"	"sept23.24"	"family"	NA	NA	0	1	25	"studerende"	"dansk"	"danmark"	2	"18"	"1"	"5"	1	-2	-2	-2	-2	2	0	1	2	"2"	1	"venstre"	"-2"	-2	-2	-2	-2	-2	-2	-2	2	2	1	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	1	1	1	1	1	1	2	2	2	2	2	"2"	1	"1"	"folkekirke"	"1"	"0"	"0"	"1"	"999"	3	3	"1"	"2"	2	4	-1	-2	-1	0	-2	-2	0	0	-2	1	-2	-2	0	-2	0	2	1	-2	-2	0	-2	0	-2	-2	0	1	-2	0	-2	-2	-2	0	0	-1	1	-2	0	1	-2	0	1	-2	0	0	1	1	-2	0	0	-2	0	2	0	-2	2	1	-2	2	-2	-2	-2	-2	-2	0	2	2	0	0
"71"	"hans"	"hkp008"	"octo7.24"	"none"	NA	NA	1	1	21	"studerende"	"dansk"	"danmark"	1	"14"	"1"	"0.0833333333333333"	1	-2	-2	-2	-1	1	-2	0	5	"2"	1	"venstre"	"4"	-1	-2	-1	-1	-2	-2	-2	1	1	1	-2	0	0	-2	-2	-2	-2	0	1	-2	-1	0	-1	1	0	1	1	1	1	1	1	"3"	1	"1"	"folkekirke"	"1"	"1"	"0"	"1"	"999"	1	4	"4"	"2"	2	5	0	-2	-1	1	-2	-2	1	1	-2	1	-2	-1	1	0	0	2	2	-2	-2	1	-2	0	-2	-2	1	1	-2	0	0	-2	-2	0	1	1	1	-2	1	1	-2	2	1	-2	1	1	2	0	-2	1	-2	-2	0	1	1	1	-1	-1	-1	2	-1	-1	-2	0	0	1	2	3	1	0
"72"	"hans"	"hkp009"	"octo7.24"	"none"	NA	NA	0	1	27	"studerende"	"dansk"	"danmark"	6	"18"	"1"	"10"	1	-1	-1	0	0	2	-1	888	2	"2"	-1	"enhedslisten"	"1"	-1	-2	-1	2	0	0	-2	1	0	1	-1	-1	-1	-1	-2	-2	-2	-2	-1	-2	1	1	0	1	-1	0	1	1	1	0	1	"2"	0	"1"	"folkekirke"	"1"	"0"	"0"	"888"	"0"	1	2	"0"	"1"	2	4	-1	-1	-2	-1	0	-2	-2	1	-2	-1	1	-2	0	1	1	0	0	-2	-1	0	-2	1	0	-2	-1	0	-2	-2	1	-2	0	-1	-1	1	-1	-2	0	0	0	0	-1	-2	-2	-1	-1	0	-1	-2	1	-2	-1	0	-2	1	1	0	-2	2	-2	-2	-2	-2	-2	-1	1	2	0	0
"73"	"hans"	"hkp010"	"octo7.24"	"friend"	NA	NA	0	1	28	"studerende"	"dansk"	"danmark"	1	"19"	"1"	"28"	1	-1	-1	-1	-1	2	-1	1	1	"3"	-1	"alternativet"	"1"	-1	-2	-2	2	1	-1	-2	2	2	2	-1	-1	-1	-2	-2	-2	-2	-2	-2	-2	2	2	1	1	1	1	-2	2	2	2	2	"5"	0	"1"	"folkekirke"	"1"	"0"	"0"	"1"	"999"	1	3	"1"	"1"	0	5	-2	-2	-2	-2	-2	-2	0	2	-2	-1	2	-2	0	2	-2	1	2	-2	0	-1	-2	2	1	-2	0	1	-2	-2	1	-2	0	-2	2	2	1	1	2	2	2	-1	1	-2	-1	1	-1	1	-2	-1	2	0	-1	0	0	2	2	1	-2	2	-2	-2	-2	-1	-2	-2	2	5	0	0
"74"	"Katrine"	"KK001"	"45213"	"Familie"	"Hus"	"Gruppe"	0	1	29	"Arbejde"	"Dansk"	"Dansk"	2	"17.5"	"1"	NA	1	-1	-1	-2	-2	1	NA	999	2	"2"	NA	"Socialdemokratiet"	"1"	-2	-2	0	1	1	-1	-1	1	0	2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	0	1	1	1	0	1	0	1	1	0	1	"2"	1	"1"	"Folkekirken"	"1"	"0"	"0"	"999"	NA	1	1	"0"	"1"	1	5	0	-1	-2	-1	-2	-2	-1	-2	-2	-2	-2	-2	0	0	2	2	1	-2	-1	-2	-2	-2	0	-2	0	0	-2	-2	-2	-2	-1	-1	0	-2	1	-2	-2	0	0	1	0	-2	-2	-2	1	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	2	-2	-2	-2	-2	-2	-2	1	2	0	0
"75"	"Katrine"	"KK002"	"45213"	"Familie"	"Hus"	"Gruppe"	1	3	63	"Vejleder - a kasse"	"Dansk"	"Dansk"	6	"18"	"1"	"0"	1	-1	-2	-2	-2	2	-1	10	2	"3"	-1	"Liberale A"	"4"	-2	-1	1	-2	-2	-2	-2	2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-1	-2	1	-2	-2	-2	-1	2	1	1	1	0	2	"1"	0	"1"	"Folkekirken"	"1"	"0"	NA	"0"	"0"	0	0	"0"	"0"	0	1	-2	-2	-2	-2	-2	-2	-2	-2	-2	-1	-2	-2	-2	0	-2	-2	-2	-2	-2	0	-2	0	-1	-2	-2	-2	-2	-2	-1	-2	-2	-2	-2	-2	-2	-1	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	0	0	-2	2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	1	1	1
"76"	"Katrine"	"KK003"	"45213"	"Familie"	"Hus"	"Gruppe"	1	1	31	"Sælger"	"Dansk"	"Dansk"	2	"15"	"2"	"10"	1	-2	-2	-1	-2	0	0	8	2	"3"	0	"Moderaterne"	"4"	-2	-1	-1	-1	-1	-2	-1	-1	1	0	-2	-2	-2	-2	-1	-2	-2	1	2	-2	NA	1	0	0	0	1	1	1	-1	-1	1	"2"	0	"1"	"Folkekirken"	"1"	"0"	"0"	"1"	"999"	0	0	"1"	"1"	1	5	-1	-2	-2	0	1	-2	-2	-2	-2	0	-2	-1	0	-1	0	2	1	-2	-2	1	-2	-2	-2	0	0	-1	-2	-2	-2	-2	-1	-2	-2	-2	1	-2	-1	1	-1	0	-1	-2	-1	-2	-2	-2	0	0	-2	-2	-1	0	1	-1	-1	-2	-2	-1	-2	-2	-2	1	-2	-2	1	2	1	0
"77"	"Katrine"	"KK004"	"45213"	"Familie"	"Hus"	"Ansigt-ansigt"	0	1	57	"Fraudspecialist"	"Dansk"	NA	2	"39"	"1"	"8"	1	NA	-1	-1	-2	2	-2	10	2	"3"	1	"Socialdemokratiet"	"2"	-2	-2	-2	-2	-2	-2	-2	2	1	1	-2	-1	0	-2	0	-2	-2	-2	-2	-2	2	1	1	1	1	1	1	1	1	0	1	"1"	0	"1"	NA	"1"	"0"	"0"	"888"	"0"	0	0	"0"	"0"	0	3	0	-2	-2	-2	1	-2	-2	-2	-2	0	0	-2	-2	-2	1	0	-2	-2	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-1	-2	-2	-2	-2	0	0	1	0	-2	-1	0	0	1	-2	-2	0.2	-2	-2	-2	-2	-2	-2	1	1	0	0
"78"	"Katrine"	"KK005"	"45216"	"Familie"	"Hus"	"Gruppe"	1	1	82	"Pensionist"	"Dansk"	"Dansk"	2	"19"	"1"	"18"	1	-2	-2	1	-2	2	-1	6	2	"2"	-1	"Socialdemokratiet"	"1"	-2	1	-2	NA	-1	NA	0	0	0	NA	-2	0	0	-2	0	-2	-2	0	0	-2	0	NA	0	0	0	0	0	1	1	0	1	"1"	0	"1"	"Folkekirken"	"0"	"0"	"0"	"999"	"0"	4	0	"0"	"0"	1	3	2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	1	-2	-2	0	0	-2	-2	-2	0	-2	-2	-2	-1	-2	-2	-2	-2	-2	-2	0	-2	-2	-1	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	1	1	-2	-2	1	-2	-2	-2	-2	-2	-2	-2	-2	-2	2	1	1	0
"79"	"Katrine"	"KK006"	"45216"	"Familie"	"Hus"	"Gruppe"	0	1	78	"Pensionist"	"Dansk"	"Dansk"	2	"24"	"1"	"30"	1	-2	0	-1	-1	2	1	5	2	"3"	-1	"Enhedslisten"	"2"	-1	1	0	0	0	-1	-2	1	1	1	-2	-1	-1	0	0	-2	0	-2	0	-2	0	0	1	1	1	1	0	0	0	1	1	"2"	1	"1"	"Folkekirken"	"1"	"0"	"0"	"1"	"999"	3	0	"4"	"4"	4	4	-1	-2	1	1	-2	-2	0	0	-2	-2	0	-1	-2	-2	0	2	0	0	-2	1	-2	1	-1	-2	0	0	-1	2	-2	-2	0	-2	-2	-2	0	-2	-1	0	0	1	0	-2	0	0	1	1	-1	0	0	-1	0	0	1	0	0	0	1	1	0	-1	-1	0	0	0	2	2	0	0
"80"	"Katrine"	"KK007"	"45223"	"Ven"	"Hus"	"Gruppe"	0	1	23	"Studerende"	"Dansk"	"Dansk"	1	"13"	"1"	"2"	1	-2	-2	-2	-2	2	-1	0	1	"2"	-2	"Enhedslisten"	"1"	1	-2	-2	0	-2	-2	-2	2	0	1	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	1	-1	0	1	0	1	2	2	2	0	2	"2"	0	"1"	"Folkekirken"	"1"	"0"	"0"	"999"	"999"	0	1	"1"	"0"	0	5	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	2	2	2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	2	-2	-2	-2	-2	-2	2	-2	-2	-2	-2	-2	-2	2	2	0	0
"81"	"Katrine"	"KK008"	"45223"	"Ven"	"Hus"	"Gruppe"	0	1	24	"Studerende"	"Dansk"	"Dansk"	1	"13"	"1"	"24"	1	-2	-1	0	1	2	-2	0	0	"2"	-2	"Enhedslisten"	"4"	-2	1	-2	2	2	-1	0	-2	-1	-1	-1	-2	-2	-2	-2	-2	-2	-2	-2	-2	-1	0	-1	-1	-2	0	-1	-1	0	0	1	"0"	0	"1"	"Folkekirken"	"1"	"0"	"0"	"999"	"12"	0	0	"0"	"1"	2	5	2	-2	-2	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	1	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	1	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	1	0	0	0
"82"	"Katrine"	"KK009"	"45223"	"Ven"	"Telefon"	"Telefon"	0	1	25	"Under uddannelse"	"Dansk"	"Dansk"	6	"17"	"1"	"4"	1	0	-1	0	1	2	-1	1	1	"2"	-2	"Enhedslisten"	"4"	0	-1	0	1	1	-2	-1	2	-1	0	1	1	-1	-2	-2	-2	-2	0	-1	-2	-1	0	-1	1	-2	0	0	0	-1	0	0	"2"	0	"1"	"Folkekirken"	"1"	"0"	"0"	"999"	"999"	0	1	"0"	"0"	1	3	1	-1	-2	-2	1	-1	0	-1	-2	-2	-2	-1	1	2	1	2	0	0	2	-1	-2	-1	2	-1	0	-1	-2	-2	1	-2	1	-1	-1	0	0	-1	-2	0	-1	-1	0	-2	-2	-2	-2	1	1	-2	-1	-2	-1	2	-1	0	1	-1	-2	0	-1	-1	-1	-1	-2	-1	2	2	0	0
"83"	"Katrine"	"KK010"	"45224"	"Ven"	"Telefon"	"Telefon"	0	1	26	"Salgsassistent"	"Dansk"	"Dansk"	1	"13"	"1"	"4.5"	2	1	-2	-1	-1	2	-2	0	1	"2"	1	"Enhedslisten"	"4"	-2	-2	-2	1	-1	-1	-2	1	-1	1	-1	-1	-1	-2	-2	-2	-2	-2	-2	-2	-1	-1	-1	0	-1	1	0	1	1	-1	1	"5"	0	"0"	NA	NA	NA	NA	"999"	"0"	0	0	"0"	"0"	0	4	-1	1	-1	0	-1	1	-1	1	-1	-1	0	-1	-1	1	1	1	0	-1	1	0	-1	1	-1	-2	0	-1	-2	-1	0	-2	1	0	-1	1	-1	1	0	-1	-1	0	-1	-2	0	-2	1	1	-2	0	1	-2	0	1	-1	1	2	1	-2	-2	-2	-2	-1	-1	-2	0	1	5	0	0
